Date,Mobile app names,DFP: Ad units,Ad requests,Matched requests,Coverage,Clicks,Ad request CTR,CTR,Ad CTR,CPC (US$),Ad request eCPM (US$),Matched eCPM (US$),Lift,Estimated revenue (US$),Ad impressions,Ad eCPM (US$)
3/9/2022,Football TV HD 2022,424536528 » 1505562_LiveFootballTVHD_Native,235,1,0.43%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.90 ,0.00%,US$0.00 ,1,US$0.90 
3/9/2022,Hamster VPN : Unlimited Proxy,424536528 » 1514938_HamsterVPN_Interstitial,30448,29509,96.92%,1076,3.53%,3.65%,17.49%,US$0.01 ,US$0.18 ,US$0.19 ,0.00%,US$5.60 ,6152,US$0.91 
3/9/2022,Live Cricket TV - Watch Live Streaming of Match,424536528 » 1510393_LiveCricketTVWatchLiveStreamingofMatch_Banner_320x50,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/9/2022,Live Cricket TV - Watch Live Streaming of Match,424536528 » Ad Exchange Mobile In-App » 1504030_LiveCricketTVWatchLiveStreamingofMatch_Interstitial,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/9/2022,Live Cricket TV -Watch Matches,424536528 » Ad Exchange Mobile In-App » 1504277_Livecrickettv2_320x100_AdX,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/9/2022,Live Cricket TV -Watch Matches,424536528 » Ad Exchange Mobile In-App » 1504278_Livecrickettv2_Interstitial_AdX,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/9/2022,Live Football TV HD,424536528 » 1505562_LiveFootballTVHD_Native,3,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/9/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,3843,11,0.29%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.19 ,0.00%,US$0.00 ,8,US$0.27 
3/9/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,5605,20,0.36%,1,0.02%,5.00%,6.25%,US$0.01 ,US$0.00 ,US$0.49 ,0.00%,US$0.01 ,16,US$0.61 
3/9/2022,Live Streaming For NFL,424536528 » 1509357_NFLLiveStreamingHDFreeNFLLive_Interstitial,153,152,99.35%,8,5.23%,5.26%,9.76%,US$0.29 ,US$15.09 ,US$15.19 ,0.00%,US$2.31 ,82,US$28.16 
3/9/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504690_NFLLiveStreamingHDFreeNFLLive_Native,274,274,100.00%,2,0.73%,0.73%,2.38%,US$0.48 ,US$3.53 ,US$3.53 ,0.00%,US$0.97 ,84,US$11.50 
3/9/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504694_NFLLiveStreamingHDFreeNFLLive_Appopen,19,19,100.00%,2,10.53%,10.53%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/9/2022,Live Streaming for MotoGp & F1,424536528 » 1510126_RacingSchedule_Native,3027,3027,100.00%,68,2.25%,2.25%,4.04%,US$0.03 ,US$0.69 ,US$0.69 ,0.00%,US$2.10 ,1683,US$1.25 
3/9/2022,Live Streaming for MotoGp & F1,424536528 » 1510127_RacingSchedule_Interstitial,2034,2011,98.87%,99,4.87%,4.92%,5.55%,US$0.04 ,US$2.18 ,US$2.20 ,0.00%,US$4.43 ,1784,US$2.48 
3/9/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507014_LiveStreamsofNFL_Native,96,96,100.00%,2,2.08%,2.08%,6.67%,US$0.10 ,US$2.18 ,US$2.18 ,0.00%,US$0.21 ,30,US$6.98 
3/9/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507017_LiveStreamsofNFL_Interstitial,80,80,100.00%,2,2.50%,2.50%,7.41%,US$0.27 ,US$6.69 ,US$6.69 ,0.00%,US$0.53 ,27,US$19.81 
3/9/2022,"Odia Status - Full Screen Videos, Memes and Shayri",424536528 » 1512892_OdiaStatus_Native,108,74,68.52%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.01 ,US$0.02 ,0.00%,US$0.00 ,18,US$0.07 
3/9/2022,Speed Star Gangster Fighting Game,424536528 » 1515330_SpeedStarGangsterFightingGame_Banner_320x50,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.22 ,US$0.22 ,0.00%,US$0.00 ,1,US$0.22 
3/9/2022,Speed Star Gangster Fighting Game,424536528 » 1515332_SpeedStarGangsterFightingGame_Native,5,5,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.14 ,US$0.14 ,0.00%,US$0.00 ,4,US$0.18 
3/9/2022,Speed Star Gangster Fighting Game,424536528 » 1515333_SpeedStarGangsterFightingGame_Interstitial,3,3,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.80 ,US$0.80 ,0.00%,US$0.00 ,2,US$1.20 
3/9/2022,Watch NBA Streaming Live,424536528 » 1509252_StreamsforBasketballLive_Native,3516,3514,99.94%,14,0.40%,0.40%,0.79%,US$0.20 ,US$0.80 ,US$0.80 ,0.00%,US$2.82 ,1767,US$1.60 
3/9/2022,Watch NBA Streaming Live,424536528 » 1509253_StreamsforBasketballLive_Interstitial,1620,1516,93.58%,22,1.36%,1.45%,1.48%,US$0.22 ,US$3.05 ,US$3.26 ,0.00%,US$4.95 ,1486,US$3.33 
3/9/2022,Watch NBA Streaming Live,424536528 » 1509254_StreamsforBasketballLive_AppOpen,1154,1109,96.10%,19,1.65%,1.71%,1.92%,US$0.22 ,US$3.63 ,US$3.78 ,0.00%,US$4.19 ,989,US$4.23 
3/9/2022,WiFi Mouse Lite,424536528 » 1515258_WiFiMouseLite_Banner_320x50,157,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/9/2022,WiFi Mouse Lite,424536528 » 1515260_WiFiMouseLite_Native,38,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/9/2022,WiFi Mouse(remote control PC),424536528 » 1514976_WiFiMouse_Banner_320x50,300,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/9/2022,WiFi Mouse(remote control PC),424536528 » 1514977_WiFiMouse_Native,170,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/10/2022,(Not applicable),424536528 » 1505562_LiveFootballTVHD_Native,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/10/2022,(Not applicable),424536528 » 1509252_StreamsforBasketballLive_Native,21,21,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.56 ,US$0.56 ,0.00%,US$0.01 ,13,US$0.91 
3/10/2022,(Not applicable),424536528 » 1509253_StreamsforBasketballLive_Interstitial,11,10,90.91%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.88 ,US$0.97 ,0.00%,US$0.01 ,10,US$0.97 
3/10/2022,(Not applicable),424536528 » 1509254_StreamsforBasketballLive_AppOpen,7,6,85.71%,0,0.00%,0.00%,0.00%,US$0.00 ,US$1.01 ,US$1.18 ,0.00%,US$0.01 ,6,US$1.18 
3/10/2022,(Not applicable),424536528 » 1509372_BoxingLiveStreams_Interstitial,7,6,85.71%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.42 ,US$0.49 ,0.00%,US$0.00 ,5,US$0.59 
3/10/2022,(Not applicable),424536528 » 1510126_RacingSchedule_Native,24,24,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.24 ,US$0.24 ,0.00%,US$0.01 ,15,US$0.38 
3/10/2022,(Not applicable),424536528 » 1510127_RacingSchedule_Interstitial,18,15,83.33%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.22 ,US$0.27 ,0.00%,US$0.00 ,15,US$0.27 
3/10/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,11,11,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$2.28 ,US$2.28 ,0.00%,US$0.03 ,6,US$4.19 
3/10/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,20,20,100.00%,1,5.00%,5.00%,5.00%,US$0.02 ,US$0.85 ,US$0.85 ,0.00%,US$0.02 ,20,US$0.85 
3/10/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,39,36,92.31%,1,2.56%,2.78%,2.78%,US$0.00 ,US$0.10 ,US$0.10 ,0.00%,US$0.00 ,36,US$0.10 
3/10/2022,Boxing Live Streams - UFC Live,424536528 » 1509372_BoxingLiveStreams_Interstitial,2050,2028,98.93%,79,3.85%,3.90%,5.21%,US$0.11 ,US$4.18 ,US$4.22 ,0.00%,US$8.57 ,1517,US$5.65 
3/10/2022,Boxing Live Streams - UFC Live,424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,3656,3655,99.97%,73,2.00%,2.00%,4.24%,US$0.06 ,US$1.25 ,US$1.25 ,0.00%,US$4.59 ,1722,US$2.66 
3/10/2022,F id sell app - F-F Accounts,424536528 » 1515889_FireID_SellApp_Banner_320x50,7,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/10/2022,F id sell app - F-F Accounts,424536528 » 1515891_FireID_SellApp_Native,47,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/10/2022,Football TV HD 2022,424536528 » 1505562_LiveFootballTVHD_Native,332,3,0.90%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.02 ,US$2.53 ,0.00%,US$0.01 ,2,US$3.80 
3/10/2022,Hamster VPN : Unlimited Proxy,424536528 » 1514938_HamsterVPN_Interstitial,29838,28905,96.87%,1022,3.43%,3.54%,17.54%,US$0.01 ,US$0.19 ,US$0.19 ,0.00%,US$5.57 ,5828,US$0.96 
3/10/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,5839,2156,36.92%,28,0.48%,1.30%,1.76%,US$0.02 ,US$0.10 ,US$0.26 ,0.00%,US$0.56 ,1594,US$0.35 
3/10/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,9025,3342,37.03%,72,0.80%,2.15%,2.25%,US$0.04 ,US$0.33 ,US$0.90 ,0.00%,US$3.01 ,3200,US$0.94 
3/10/2022,Live Streaming For NFL,424536528 » 1509357_NFLLiveStreamingHDFreeNFLLive_Interstitial,120,119,99.17%,6,5.00%,5.04%,9.09%,US$0.25 ,US$12.56 ,US$12.67 ,0.00%,US$1.51 ,66,US$22.84 
3/10/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504690_NFLLiveStreamingHDFreeNFLLive_Native,223,223,100.00%,3,1.35%,1.35%,3.66%,US$0.31 ,US$4.21 ,US$4.21 ,0.00%,US$0.94 ,82,US$11.44 
3/10/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504694_NFLLiveStreamingHDFreeNFLLive_Appopen,31,31,100.00%,1,3.23%,3.23%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/10/2022,Live Streaming for MotoGp & F1,424536528 » 1510126_RacingSchedule_Native,22168,22161,99.97%,210,0.95%,0.95%,1.72%,US$0.06 ,US$0.53 ,US$0.53 ,0.00%,US$11.69 ,12235,US$0.96 
3/10/2022,Live Streaming for MotoGp & F1,424536528 » 1510127_RacingSchedule_Interstitial,15896,15628,98.31%,283,1.78%,1.81%,1.92%,US$0.11 ,US$1.91 ,US$1.94 ,0.00%,US$30.29 ,14708,US$2.06 
3/10/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507014_LiveStreamsofNFL_Native,98,98,100.00%,2,2.04%,2.04%,6.90%,US$0.11 ,US$2.28 ,US$2.28 ,0.00%,US$0.22 ,29,US$7.70 
3/10/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507017_LiveStreamsofNFL_Interstitial,83,83,100.00%,1,1.20%,1.20%,3.03%,US$0.43 ,US$5.16 ,US$5.16 ,0.00%,US$0.43 ,33,US$12.99 
3/10/2022,Live Ten Sports TV,424536528 » Ad Exchange Mobile In-App » [no longer used] 1506738_Shiza_LiveTenSports_Banner,5,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/10/2022,Live Ten Sports TV,424536528 » Ad Exchange Mobile In-App » [no longer used] 1506740_Shiza_LiveTenSports_Interstitial,7,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/10/2022,"Odia Status - Full Screen Videos, Memes and Shayri",424536528 » 1512892_OdiaStatus_Native,99,51,51.52%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.01 ,US$0.03 ,0.00%,US$0.00 ,15,US$0.10 
3/10/2022,Speed Star Gangster Fighting Game,424536528 » 1515330_SpeedStarGangsterFightingGame_Banner_320x50,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.04 ,US$0.04 ,0.00%,US$0.00 ,1,US$0.04 
3/10/2022,Speed Star Gangster Fighting Game,424536528 » 1515332_SpeedStarGangsterFightingGame_Native,5,5,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.05 ,US$0.05 ,0.00%,US$0.00 ,5,US$0.05 
3/10/2022,Speed Star Gangster Fighting Game,424536528 » 1515333_SpeedStarGangsterFightingGame_Interstitial,4,4,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.33 ,US$0.33 ,0.00%,US$0.00 ,3,US$0.44 
3/10/2022,Watch NBA Streaming Live,424536528 » 1509252_StreamsforBasketballLive_Native,3902,3897,99.87%,19,0.49%,0.49%,0.94%,US$0.17 ,US$0.80 ,US$0.81 ,0.00%,US$3.14 ,2022,US$1.55 
3/10/2022,Watch NBA Streaming Live,424536528 » 1509253_StreamsforBasketballLive_Interstitial,1873,1782,95.14%,19,1.01%,1.07%,1.10%,US$0.37 ,US$3.73 ,US$3.92 ,0.00%,US$6.98 ,1733,US$4.03 
3/10/2022,Watch NBA Streaming Live,424536528 » 1509254_StreamsforBasketballLive_AppOpen,1264,1225,96.91%,22,1.74%,1.80%,2.00%,US$0.26 ,US$4.51 ,US$4.65 ,0.00%,US$5.70 ,1101,US$5.18 
3/10/2022,WiFi Mouse Lite,424536528 » 1515258_WiFiMouseLite_Banner_320x50,75,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/10/2022,WiFi Mouse Lite,424536528 » 1515260_WiFiMouseLite_Native,32,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/10/2022,WiFi Mouse(remote control PC),424536528 » 1514976_WiFiMouse_Banner_320x50,190,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/10/2022,WiFi Mouse(remote control PC),424536528 » 1514977_WiFiMouse_Native,129,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/11/2022,(Not applicable),424536528 » 1505562_LiveFootballTVHD_Native,9,9,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.29 ,US$0.29 ,0.00%,US$0.00 ,1,US$2.63 
3/11/2022,(Not applicable),424536528 » 1509252_StreamsforBasketballLive_Native,9,9,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$2.26 ,US$2.26 ,0.00%,US$0.02 ,7,US$2.91 
3/11/2022,(Not applicable),424536528 » 1509253_StreamsforBasketballLive_Interstitial,4,3,75.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$2.33 ,US$3.11 ,0.00%,US$0.01 ,3,US$3.11 
3/11/2022,(Not applicable),424536528 » 1509254_StreamsforBasketballLive_AppOpen,3,3,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$2.17 ,US$2.17 ,0.00%,US$0.01 ,3,US$2.17 
3/11/2022,(Not applicable),424536528 » 1509357_NFLLiveStreamingHDFreeNFLLive_Interstitial,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$10.64 ,US$10.64 ,0.00%,US$0.01 ,1,US$10.64 
3/11/2022,(Not applicable),424536528 » 1509372_BoxingLiveStreams_Interstitial,15,15,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.72 ,US$0.72 ,0.00%,US$0.01 ,12,US$0.89 
3/11/2022,(Not applicable),424536528 » 1510126_RacingSchedule_Native,41,41,100.00%,3,7.32%,7.32%,10.71%,US$0.00 ,US$0.24 ,US$0.24 ,0.00%,US$0.01 ,28,US$0.35 
3/11/2022,(Not applicable),424536528 » 1510127_RacingSchedule_Interstitial,33,33,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.27 ,US$0.27 ,0.00%,US$0.01 ,33,US$0.27 
3/11/2022,(Not applicable),424536528 » 1514938_HamsterVPN_Interstitial,5,5,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.03 ,US$0.03 ,0.00%,US$0.00 ,1,US$0.15 
3/11/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,30,30,100.00%,1,3.33%,3.33%,6.67%,US$0.02 ,US$0.74 ,US$0.74 ,0.00%,US$0.02 ,15,US$1.49 
3/11/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1504690_NFLLiveStreamingHDFreeNFLLive_Native,2,2,100.00%,1,50.00%,50.00%,50.00%,US$0.02 ,US$11.06 ,US$11.06 ,0.00%,US$0.02 ,2,US$11.06 
3/11/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.52 ,US$0.52 ,0.00%,US$0.00 ,1,US$1.05 
3/11/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.11 ,US$0.11 ,0.00%,US$0.00 ,2,US$0.11 
3/11/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » [no longer used] 1507014_LiveStreamsofNFL_Native,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$4.37 ,US$4.37 ,0.00%,US$0.01 ,1,US$8.74 
3/11/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » [no longer used] 1507017_LiveStreamsofNFL_Interstitial,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$7.63 ,US$7.63 ,0.00%,US$0.01 ,1,US$7.63 
3/11/2022,Boxing Live Streams - UFC Live,424536528 » 1509372_BoxingLiveStreams_Interstitial,1197,1188,99.25%,63,5.26%,5.30%,6.72%,US$0.10 ,US$5.50 ,US$5.55 ,0.00%,US$6.59 ,938,US$7.02 
3/11/2022,Boxing Live Streams - UFC Live,424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,2075,2073,99.90%,47,2.27%,2.27%,4.81%,US$0.09 ,US$1.96 ,US$1.96 ,0.00%,US$4.07 ,977,US$4.16 
3/11/2022,Diamonds Gaining Tips,424536528 » 1515191_DiamondsGainingTips_AppOpen,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.70 ,US$0.70 ,0.00%,US$0.00 ,1,US$0.70 
3/11/2022,Diamonds tool,424536528 » 1514130_DailyFreeDiamonds_AppOpen,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/11/2022,F id sell app - F-F Accounts,424536528 » 1515889_FireID_SellApp_Banner_320x50,10,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/11/2022,F id sell app - F-F Accounts,424536528 » 1515891_FireID_SellApp_Native,5,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/11/2022,Football TV HD 2022,424536528 » 1505562_LiveFootballTVHD_Native,1319,110,8.34%,10,0.76%,9.09%,11.90%,US$0.01 ,US$0.09 ,US$1.07 ,0.00%,US$0.12 ,84,US$1.41 
3/11/2022,Hamster VPN : Unlimited Proxy,424536528 » 1514938_HamsterVPN_Interstitial,30093,29467,97.92%,1031,3.43%,3.50%,17.47%,US$0.01 ,US$0.21 ,US$0.21 ,0.00%,US$6.26 ,5901,US$1.06 
3/11/2022,Live Cricket TV - Watch Live Streaming of Match,424536528 » Ad Exchange Mobile In-App » 1504028_LiveCricketTVWatchLiveStreamingofMatch_Banner,3,3,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.11 ,US$0.11 ,0.00%,US$0.00 ,3,US$0.11 
3/11/2022,Live Cricket TV - Watch Live Streaming of Match,424536528 » Ad Exchange Mobile In-App » 1504030_LiveCricketTVWatchLiveStreamingofMatch_Interstitial,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/11/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,4413,4398,99.66%,44,1.00%,1.00%,1.27%,US$0.03 ,US$0.27 ,US$0.27 ,0.00%,US$1.17 ,3476,US$0.34 
3/11/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,5960,5942,99.70%,121,2.03%,2.04%,2.13%,US$0.05 ,US$0.93 ,US$0.93 ,0.00%,US$5.53 ,5670,US$0.98 
3/11/2022,Live Streaming For NFL,424536528 » 1509357_NFLLiveStreamingHDFreeNFLLive_Interstitial,162,162,100.00%,14,8.64%,8.64%,15.05%,US$0.17 ,US$14.37 ,US$14.37 ,0.00%,US$2.33 ,93,US$25.03 
3/11/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504690_NFLLiveStreamingHDFreeNFLLive_Native,289,289,100.00%,1,0.35%,0.35%,1.28%,US$1.04 ,US$3.58 ,US$3.58 ,0.00%,US$1.04 ,78,US$13.27 
3/11/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504694_NFLLiveStreamingHDFreeNFLLive_Appopen,23,23,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/11/2022,Live Streaming for MotoGp & F1,424536528 » 1510126_RacingSchedule_Native,10543,10539,99.96%,147,1.39%,1.39%,2.54%,US$0.04 ,US$0.55 ,US$0.55 ,0.00%,US$5.82 ,5787,US$1.01 
3/11/2022,Live Streaming for MotoGp & F1,424536528 » 1510127_RacingSchedule_Interstitial,7501,7349,97.97%,186,2.48%,2.53%,2.70%,US$0.08 ,US$2.09 ,US$2.13 ,0.00%,US$15.68 ,6886,US$2.28 
3/11/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507014_LiveStreamsofNFL_Native,63,63,100.00%,2,3.17%,3.17%,11.76%,US$0.10 ,US$3.23 ,US$3.23 ,0.00%,US$0.20 ,17,US$11.98 
3/11/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507017_LiveStreamsofNFL_Interstitial,65,65,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$3.95 ,US$3.95 ,0.00%,US$0.26 ,15,US$17.11 
3/11/2022,"Odia Status - Full Screen Videos, Memes and Shayri",424536528 » 1512892_OdiaStatus_Native,106,68,64.15%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.01 ,US$0.02 ,0.00%,US$0.00 ,23,US$0.06 
3/11/2022,Speed Star Gangster Fighting Game,424536528 » 1515330_SpeedStarGangsterFightingGame_Banner_320x50,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/11/2022,Speed Star Gangster Fighting Game,424536528 » 1515332_SpeedStarGangsterFightingGame_Native,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/11/2022,Speed Star Gangster Fighting Game,424536528 » 1515333_SpeedStarGangsterFightingGame_Interstitial,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.19 ,US$0.19 ,0.00%,US$0.00 ,1,US$0.19 
3/11/2022,Watch NBA Streaming Live,424536528 » 1509252_StreamsforBasketballLive_Native,3786,3782,99.89%,20,0.53%,0.53%,1.03%,US$0.20 ,US$1.03 ,US$1.03 ,0.00%,US$3.91 ,1948,US$2.01 
3/11/2022,Watch NBA Streaming Live,424536528 » 1509253_StreamsforBasketballLive_Interstitial,1660,1476,88.92%,21,1.27%,1.42%,1.45%,US$0.32 ,US$4.08 ,US$4.59 ,0.00%,US$6.78 ,1450,US$4.68 
3/11/2022,Watch NBA Streaming Live,424536528 » 1509254_StreamsforBasketballLive_AppOpen,1209,1182,97.77%,22,1.82%,1.86%,2.05%,US$0.26 ,US$4.67 ,US$4.78 ,0.00%,US$5.65 ,1075,US$5.26 
3/11/2022,WiFi Mouse Lite,424536528 » 1515258_WiFiMouseLite_Banner_320x50,194,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/11/2022,WiFi Mouse Lite,424536528 » 1515260_WiFiMouseLite_Native,64,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/11/2022,WiFi Mouse(remote control PC),424536528 » 1514976_WiFiMouse_Banner_320x50,217,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/11/2022,WiFi Mouse(remote control PC),424536528 » 1514977_WiFiMouse_Native,131,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
